Item,Mean,Var,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
766:47,4.7272727272727275,6.016528925619835,[6.12499996 1.        ],[0.7447738490819434  0.0007071067811865475],[7  4  1  7  1  6  5  1  7  6  7],[0.27272727 0.         0.         0.09090909 0.09090909 0.18181818 0.36363636],"and whether it, whether it won all kinds of awards or whether it just was okay at the box office, i think he would have been happy."
362:41,2.7777777777777777,4.617283950617284,[1.33325302 5.66576964],[0.3333139998406816  0.6678215401153491],[1  2  1  1  5  2  7  1  5],[0.44444444 0.22222222 0.         0.         0.22222222 0. 0.11111111],"that's just a matter of defining priorities, i guess or some priorities anyway."
72300:44,3.4,6.44,[1.         5.79999914],[0.0007071067811865475  0.8246226093174223],[6  1  1  4  1  1  7  5  7  1],[0.5 0.  0.  0.1 0.1 0.1 0.2],"and almost all the people that i clean for , believe it or not, are mothers that  don't work."
4682:83,1.5454545454545454,0.975206611570248,[1.         2.99987791],[0.0007071067811865475  0.5774388006550297],[3  1  1  4  1  1  1  1  1  1  2],[0.72727273 0.09090909 0.09090909 0.09090909 0.         0. 0.        ],"but, um, it's very frustrating. and, even, even with health food stores and stores where you can buy natural products or, uh, organic, you know, materials, and foods and things ."
100890:40,2.4545454545454546,2.2479338842975207,[1.15615873 3.97046616],[0.25669090965225083  0.47558733583045604],[4  1  5  4  2  1  1  1  1  4  3],[0.45454545 0.09090909 0.09090909 0.27272727 0.09090909 0. 0.        ],"and it, it seems in the last decade or two, um, that's true,"
21110:62,1.8,2.3600000000000003,[3.66620815 1.        ],[1.2020015923451965  0.0007071067811865475],[2  1  6  1  1  1  3  1  1  1],[0.7 0.1 0.1 0.  0.  0.1 0. ],"and as the world turns. i think as the world turns may, still on or not."
31200:26,3.909090909090909,5.355371900826446,[2.28856934 6.7509865 ],[0.7318005928759438  0.3057832483017226],[1  1  6  3  7  4  2  7  7  3  2],[0.18181818 0.18181818 0.18181818 0.09090909 0.         0.09090909 0.27272727],"it  was told  to me or suggested  to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences."
34018:36,4.2,4.36,[2.50985    5.92805011],[0.95737647178263  0.7199667129926447],[3  6  1  7  1  5  5  4  3  7],[0.2 0.  0.2 0.1 0.2 0.1 0.2],"uh, my gun hasn't been shot  in a year or two."
117429:39,3.6,5.04,[2.29542185 6.6704625 ],[0.8306441039138431  0.3323738589508229],[2  2  2  1  4  7  7  1  4  6],[0.2 0.3 0.  0.2 0.  0.1 0.2],"so you're all back to the safety catches and the whole nine yards or either watching them every minute."
73659:91,2.888888888888889,2.765432098765432,[1.81569292 4.91240499],[0.48570407508795904  0.6417985005217909],[2  4  2  2  3  1  1  5  6],[0.22222222 0.33333333 0.11111111 0.11111111 0.11111111 0.11111111 0.        ],"is it, is it the one that  needs, needs more supervision that  has a bad influence on the older or more mature one."
123608:48,5.4,2.44,[1.         5.88888889],[0.0007071067811865475  0.4006174324221224],[5  6  6  6  6  7  1  5  6  6],[0.1 0.  0.  0.  0.2 0.6 0.1],"i think they are supposed  to put two in by either next year or the year after."
91263:36,2.4,1.44,[1.87405209 4.48289372],[0.425329796756721  0.3714707828167969],[2  4  2  2  1  2  2  3  1  5],[0.2 0.5 0.1 0.1 0.1 0.  0. ],"but i think you can get a good education at public or private."
108435:42,4.818181818181818,3.6033057851239674,[2.74216139 5.76093075],[1.116842675583594  0.7939804200409636],[4  7  5  5  1  5  4  6  7  7  2],[0.09090909 0.09090909 0.         0.18181818 0.27272727 0.09090909 0.27272727],"we all kind of have our own little dress code of just either tennis shoes or little loafers and, and, uh, tights, and things that  feel comfortable to us around our kids."
20453:61,3.0,2.0,[4.07047817 1.81529987],[0.783549175912682  0.3023062096202978],[2  6  1  2  4  2  2  3  4  4],[0.1 0.4 0.1 0.3 0.  0.1 0. ],"and it will, if have you a thirty year note, it will take like seven or plus years off of your note."
107973:25,2.9,5.6899999999999995,[1.42684659 6.32471541],[0.5140698681427245  0.6765048947206973],[7  2  1  1  7  1  5  1  3  1],[0.5 0.1 0.1 0.  0.1 0.  0.2],"but it's only for like two or three hours at a time."
104317:89,2.2,4.76,[6.5   1.125],[0.3535540976993477  0.23385465571589548],[6  1  1  2  1  1  7  1  1  1],[0.7 0.1 0.  0.  0.  0.1 0.1],"and, uh, it kind of makes me listen a little closer to, to the piano when i hear it at other places , or when i, you know, see some, see and hear someone playing ."
5704:6,3.727272727272727,4.561983471074381,[2.6936606  6.69806287],[0.9840937751841418  0.32463248321058885],[1  4  3  1  4  1  4  3  7  6  7],[0.27272727 0.         0.18181818 0.27272727 0.         0.09090909 0.18181818],"whether or not they get it is hard to say."
59616:52,2.7,3.21,[2.2222228 7.       ],[0.801234746500772  0.0007071067811865475],[2  7  2  1  1  2  3  4  1  4],[0.3 0.3 0.1 0.2 0.  0.  0.1],"and it  doesn't matter what restrictions you put  on that type of weapon or a class three firearm."
48254:34,3.3333333333333335,6.222222222222222,[5.99917861 1.19986988],[0.7081976841063988  0.2827745663439145],[1  2  5  7  5  1  1  1  7],[0.44444444 0.11111111 0.         0.         0.22222222 0. 0.22222222],"the, the crime is not any better or any worse,"
98980:76,4.4,6.039999999999999,[2.00000001 6.8       ],[0.44721417131746666  0.28284359553935867],[2  2  7  1  3  7  6  7  7  2],[0.1 0.3 0.1 0.  0.  0.1 0.4],"and so how do you relate as to whether this particular armed robbery was a, you know, worth five years or twenty-five ."
67555:107,2.4,0.6400000000000001,[1.84554526 3.22731963],[0.27902467587666946  0.33125421246552983],[2  3  2  4  2  1  2  3  3  2],[0.1 0.5 0.3 0.1 0.  0.  0. ],"have you ever had a, uh, it's kind of slightly off the subject, but you ever had a, uh, a blood workup done  recently or since you've been biking, to see if it,"
58159:41,4.111111111111111,6.098765432098765,[6.1998162 1.4999731],[0.6930846527629522  0.3535540975099176],[5  7  7  7  2  5  1  1  2],[0.22222222 0.22222222 0.         0.         0.22222222 0. 0.33333333],"because, you know until the la-, past four or five years, nobody ever really worried about that, for them."
6480:57,3.6,3.84,[5.39463423 1.7997488 ],[0.7269326987516807  0.28297859118193047],[7  4  2  6  5  2  5  2  2  1],[0.1 0.4 0.  0.1 0.2 0.1 0.1],"but it should be a standard and, and not left  up to either the whim or the current overhead rate t-, uh, that 's running in each department."
39729:68,3.2,5.36,[4.66637287 1.        ],[1.3334820617037488  0.0007071067811865475],[4  3  5  1  1  2  7  7  1  1],[0.4 0.1 0.1 0.1 0.1 0.  0.2],"but usually if i'm, if i'm, if i take a day off or on the weekend especially, i try  to cook, real, real food."
92169:77,2.1,1.49,[3.19996093 1.        ],[0.5291866458260144  0.0007071067811865475],[1  1  3  1  4  4  2  1  3  1],[0.5 0.1 0.2 0.2 0.  0.  0. ],"and, and, uh, it was an enormous task to bring all of those people together with just one or two people helping ."
163278:40,2.4545454545454546,3.7024793388429753,[1.         4.19972912],[0.0007071067811865475  1.1315147000946],[1  6  1  1  3  4  2  1  6  1  1],[0.54545455 0.09090909 0.09090909 0.09090909 0.         0.18181818 0.        ],"oh, i think, i think two or three minutes is fine."
160003:12,3.3076923076923075,5.7514792899408285,[5.61670847 1.27856006],[1.0126051579837025  0.3169901302005905],[2  7  4  7  1  2  1  5  1  4  1  1  7],[0.38461538 0.15384615 0.         0.15384615 0.07692308 0. 0.23076923],"it's whether or not you're a resident for that jurisdiction,"
67423:47,4.333333333333333,6.0,[6.40015322 1.75124903],[0.5659521031349919  0.58806878321263],[7  7  6  2  1  1  7  5  3],[0.22222222 0.11111111 0.11111111 0.         0.11111111 0.11111111 0.33333333],"so i began a program couple, i don't know probably three or four weeks ago."
85435:43,3.7,4.8100000000000005,[6.67324345 2.44495364],[0.33165392001392185  0.848766078179568],[4  2  4  6  1  1  7  3  7  2],[0.2 0.2 0.1 0.2 0.  0.1 0.2],"so we really don't know whether there's enough fossil fuel left or there isn't,"
98372:16,4.111111111111111,5.65432098765432,[5.6666661 1.       ],[0.7817370834383569  0.0007071067811865475],[7  6  1  5  4  5  1  1  7],[0.33333333 0.         0.         0.11111111 0.22222222 0.11111111 0.22222222],"we will rent two or three movies on thursday"
176099:48,2.3,3.8099999999999996,[1.         4.24965257],[0.0007071067811865475  1.2625944089980485],[7  1  1  4  4  2  1  1  1  1],[0.6 0.1 0.  0.2 0.  0.  0.1],"we never really, you know, have  to program money for that or make choices, you know."
165157:25,3.2,3.3600000000000003,[4.14269942 1.        ],[0.958420363991696  0.0007071067811865475],[4  6  3  4  1  1  2  1  4  6],[0.3 0.1 0.1 0.3 0.  0.2 0. ],"they issued a recall because of improper shielding or possibly other problems with floppy drive."
170320:16,4.636363636363637,6.049586776859504,[1.5       6.4285714],[0.35355409797603754  0.5150792883449118],[6  5  7  2  1  1  2  7  7  6  7],[0.18181818 0.18181818 0.         0.         0.09090909 0.18181818 0.36363636],"they're in college or just out of college."
50711:45,4.0,6.2,[6.7585601 2.1989681],[0.30261170636111134  0.9788677380381222],[7  1  1  7  6  4  1  7  4  2],[0.3 0.1 0.  0.2 0.  0.1 0.3],"the, the difficulty would be in whether it's voluntary or involuntary."
127119:72,2.727272727272727,2.925619834710744,[1.30933644 4.27721193],[0.32888802826269414  0.8022161984657316],[5  4  1  6  2  4  1  1  2  3  1],[0.36363636 0.18181818 0.09090909 0.18181818 0.09090909 0.09090909 0.        ],"it, it seems like t i is pretty cut and dried with two, like, two or three levels."
27966:70,2.7,3.21,[2.2222228 7.       ],[0.801234746500772  0.0007071067811865475],[3  1  7  1  2  1  4  4  2  2],[0.3 0.3 0.1 0.2 0.  0.  0.1],"there was not, there's not supposed  to be any reason to use this education or this brain that you might have  for anything other than your house and your children and how clean can the bathroom floors be  on any given day ."
171916:24,2.875,4.859375,[6.50000004 1.66666678],[0.35355409793846027  0.5270469697911064],[2  6  1  1  3  2  7  1],[0.375 0.25  0.125 0.    0.    0.125 0.125],"you go, you know three or four hours before the game."
110659:25,1.1111111111111112,0.09876543209876544,[1. 2.],[0.0007071067811865475  0.0007071067811865475],[1  1  1  2  1  1  1  1  1],[0.88888889 0.11111111 0.         0.         0.         0. 0.        ],"well, i don't believe in drugs or alcohol,"
122805:19,2.7777777777777777,5.283950617283951,[1.57142857 7.        ],[0.34992782054566157  0.0007071067811865475],[2  1  7  7  2  1  1  2  2],[0.33333333 0.44444444 0.         0.         0.         0. 0.22222222],"but there is usually two or three days in the week that you can get out there and play ,"
130353:76,3.3,2.41,[3.87488198 1.        ],[0.8245178872574555  0.0007071067811865475],[4  5  4  3  4  6  3  1  2  1],[0.2 0.1 0.2 0.3 0.1 0.1 0. ],"i think it was outlawed  for a while, but, uh, by the supreme court, i mean, or, the interpretation of the constitution."
1214:60,2.6666666666666665,2.6666666666666665,[4.00005317 1.36123569],[0.9027710562038536  0.3441041514506246],[4  3  2  4  2  6  1  1  1],[0.33333333 0.22222222 0.11111111 0.22222222 0.         0.11111111 0.        ],"i put a stop to some of them as far as the door to door, either religious groups, or people peddling products."
43991:16,4.636363636363637,5.867768595041323,[6.42857143 1.5       ],[0.34992782054566157  0.35355409769934776],[6  2  6  1  7  6  2  7  6  7  1],[0.18181818 0.18181818 0.         0.         0.         0.36363636 0.27272727],"are you talking, outside or inside."
169332:97,3.5,4.25,[1.61206922 5.38793078],[0.5855417948108939  0.5855417948108949],[3  2  1  4  1  6  6  5  6  1],[0.3 0.1 0.1 0.1 0.1 0.3 0. ],"and the view that i would rather take  is that there's a different amount of information you need  when you're particularly interested in a topic or, uh, particularly interested in  buying something as a, you know as a hobbyist  versus when you want  to go out and buy a blender because you need  to mix things ."
139930:62,5.666666666666667,2.2222222222222228,[6.42857143 3.        ],[0.3499278205462889  0.0007071067811865475],[7  6  6  6  3  3  7  6  7],[0.         0.         0.22222222 0.         0.         0.44444444 0.33333333],"uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy."
145555:164,4.2,3.3599999999999994,[6.21801489 2.8327697 ],[0.6187406336846069  0.49460900866032737],[4  7  3  5  2  2  6  7  3  3],[0.  0.2 0.3 0.1 0.1 0.1 0.2],"if you've got a pretty good rating, uh, credit rating you can call your in-, you know, your, your card, wherever you got your card from  and tell them, hey, either drop my rates or drop my, you know, uh annual fees."
126099:53,4.8,2.96,[5.625 1.5  ],[0.34232732874151467  0.35355409786168573],[1  6  6  2  5  6  6  5  6  5],[0.1 0.1 0.  0.  0.3 0.5 0. ],"and if you try  to take anybody, you know, go to the show or go out for supper, and you go as a foursome,"
139777:33,2.9,4.29,[4.79998387 1.        ],[0.8246382562426121  0.0007071067811865475],[1  6  1  5  1  1  3  1  6  4],[0.5 0.  0.1 0.1 0.1 0.2 0. ],"that's pretty much the south end of the state, or the southern quarter of the state, anyway.."
145577:99,4.1,5.09,[6.20007228 2.00183753],[0.2828860475540188  0.776817562798532],[1  2  6  2  6  1  6  7  6  4],[0.2 0.2 0.  0.1 0.  0.4 0.1],"um, i might try that because i, i have one card that i've had  for about, uh, i don't know, nine or ten years."
89472:46,2.5,3.85,[1.62227417 5.96608798],[0.606322823145795  0.7395644047265633],[7  1  1  5  2  3  1  1  1  3],[0.5 0.1 0.2 0.  0.1 0.  0.1],"and then, oh, let's see, there's a couple or three that i would like  to go  see  before they go into videos."
105467:18,1.8,1.56,[2.99956917 1.        ],[0.8661810867930699  0.0007071067811865475],[1  1  5  2  1  1  1  3  1  2],[0.6 0.2 0.1 0.  0.1 0.  0. ],"and, uh, the storm or the wind was due to the front blowing"
47484:42,5.0,4.8,[2.51208249 6.66809924],[0.8026517170039886  0.33297489881654757],[1  4  2  7  6  3  6  7  7  7],[0.1 0.1 0.1 0.1 0.  0.2 0.4],"but i don't even know if they're still new york yankees, or mumblex new jersey."
14407:35,4.0,5.0,[6.50121275 2.33977562],[0.35357069167035204  0.7886580074853584],[2  6  7  1  6  4  7  3  1  3],[0.2 0.1 0.2 0.1 0.  0.2 0.2],"so you couldn't really tell if it was just him or the team."
55769:54,2.4,1.2399999999999998,[3.80607673 2.05219052],[0.9076214431400381  0.5143782201303664],[2  3  2  2  1  2  3  5  1  3],[0.2 0.4 0.3 0.  0.1 0.  0. ],"but usually, when i go into the hot tub  before i go  swimming, or when i come out , i'm totally relaxed when i go home ."
37711:31,3.5,6.416666666666667,[7.   1.75],[0.0007071067811865475  0.4677077078689214],[2  7  1  1  7  3  2  2  1  2  7  7],[0.25       0.33333333 0.08333333 0.         0.         0. 0.33333333],"when it  starts  costing you fifty or a hundred dollars to go to a game"
37770:39,2.9,3.69,[2.00000026 6.50000013],[0.500001008514036  0.3535540978860765],[2  7  2  1  6  2  3  1  2  3],[0.2 0.4 0.2 0.  0.  0.1 0.1],"but i wouldn't want  to go  teach high school or junior high,"
112221:46,3.875,4.109375,[1.99759243 5.74254382],[0.49977348863120463  0.594297216814865],[5  2  7  2  5  6  3  1],[0.125 0.25  0.125 0.    0.25  0.125 0.125],"do you go like home cooking, like black-eyed pea and that kind of thing or cafeteria."
49162:40,3.272727272727273,5.47107438016529,[2.00790967 6.6699173 ],[0.8743878223427967  0.33251359119794466],[2  1  7  6  4  1  1  4  7  1  2],[0.36363636 0.18181818 0.         0.18181818 0.         0.09090909 0.18181818],"they were expecting an influx of something on the order of fifty thousand people or more from the navy,"
77801:170,2.9,2.4899999999999998,[1.39999854 4.39998775],[0.3464134470174746  0.34643167854053636],[4  5  4  2  1  2  5  4  1  1],[0.3 0.2 0.  0.3 0.2 0.  0. ],"and you want  to be avail-, at least i've wanted  to be available, when they, for some reason, they had, they were bouncing something off of me . because it was something that  was bothering them or they were concerned about ,"
63657:95,3.1,5.089999999999999,[5.1999945 1.       ],[0.824627886181811  0.0007071067811865475],[4  5  1  7  1  4  6  1  1  1],[0.5 0.  0.  0.2 0.1 0.1 0.1],"i would have more problem more problem with the temperature, except that, you know,  working in engineering, we do everything in centigrade, or celsius."
99028:72,3.4545454545454546,5.884297520661158,[1.33332126 5.99991252],[0.3333310637895513  0.6325874605467582],[2  1  1  7  1  2  5  1  7  6  5],[0.36363636 0.18181818 0.         0.         0.18181818 0.09090909 0.18181818],"so we don't know what  is really going on, what  is, uh, really the range of sentences or awards that  are, uh, are actually, uh, in the end applied ."
4535:29,2.8181818181818183,3.9669421487603302,[4.1037832  1.25462658],[1.3054772792141116  0.30924102180838203],[1  4  3  7  3  2  2  1  6  1  1],[0.36363636 0.18181818 0.18181818 0.09090909 0.         0.09090909 0.09090909],"and more and more people start  believing them or wondering how to combine them with other things ,"
113429:79,4.1,7.089999999999999,[6.16666663 1.        ],[0.7546158240000694  0.0007071067811865475],[7  1  1  6  4  7  7  1  1  6],[0.4 0.  0.  0.1 0.  0.2 0.3],"in, in colorado when the broncos went to the superbowl three times in the last, i don't know, five or six years whatever it's been  . um, they have these songs on the radio."
19930:37,4.454545454545454,4.429752066115703,[2.00187997 5.813174  ],[0.5239687891827783  0.837040929998259],[6  4  2  3  2  7  7  5  1  5  7],[0.09090909 0.18181818 0.09090909 0.09090909 0.18181818 0.09090909 0.27272727],"i don't know if i'd call it science fiction or fantasy."
31292:58,1.8,0.5599999999999999,[1.         2.33328146],[0.0007071067811865475  0.33337946497637294],[1  2  2  2  3  1  1  3  2  1],[0.4 0.4 0.2 0.  0.  0.  0. ],"and i keep  thinking, you know, gifted is, is einstein or, you know, uh, musical prodigies."
57709:45,4.9,5.09,[6.28631653 1.67066779],[0.49467038469706526  0.6713187461361475],[5  7  7  3  6  1  6  6  1  7],[0.2 0.  0.1 0.  0.1 0.3 0.3],"the friend of ours over here, he's got, uh, sixty-five, or sixty-six mustang the six cylinder."
174845:49,4.5,3.25,[5.57142697 2.        ],[0.6388790487458679  0.0007071067811865475],[7  6  2  6  5  5  2  4  6  2],[0.  0.3 0.  0.1 0.2 0.3 0.1],"they test you, uh, before they, before you start or before you even interview."
48363:20,3.2,3.7600000000000007,[4.65329355 1.66495855],[1.1534784374473248  0.4083971072186228],[7  1  6  2  2  2  3  4  1  4],[0.2 0.3 0.1 0.2 0.  0.1 0.1],"you could see someone coming or dressed  inappropriately, you know,"
116923:70,2.4,2.8400000000000003,[1.6250141  5.49999785],[0.49215090831619884  0.35357348707439057],[1  5  3  2  1  2  6  1  2  1],[0.4 0.3 0.1 0.  0.1 0.1 0. ],"and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever."
26907:20,1.8888888888888888,2.0987654320987654,[1.14285531 4.49998125],[0.24743551417180673  0.3535859225808366],[1  4  1  1  1  5  2  1  1],[0.66666667 0.11111111 0.         0.11111111 0.11111111 0. 0.        ],"did you teach in all subjects or in all grade levels."
20498:36,4.6,4.640000000000001,[2.60607701 6.60102359],[0.7276579455452182  0.34626576906799866],[1  7  6  3  7  7  6  2  4  3],[0.1 0.1 0.2 0.1 0.  0.2 0.3],"that's what we're looking at , fifteen or maybe twenty."
68690:54,2.0,2.4,[1.55555556 6.        ],[0.5879451670933921  0.0007071067811865475],[1  1  6  1  1  3  2  1  3  1],[0.6 0.1 0.2 0.  0.  0.1 0. ],"mumblex, they don't want anyone with exper-, anyone with particular experience or knowledge of the legal system."
19604:48,4.0,3.7777777777777777,[1.99581185 5.59066001],[0.499325326407858  0.5753850567195419],[1  3  7  5  5  2  2  6  5],[0.11111111 0.22222222 0.11111111 0.         0.33333333 0.11111111 0.11111111],"i don't know if i would call it a collection of vietnam war stories or if i'd call it a collection of vietnam love stories."
10770:28,3.8,4.159999999999999,[4.99999659 1.        ],[0.7559334682824698  0.0007071067811865475],[6  1  6  5  1  5  3  6  1  4],[0.3 0.  0.1 0.1 0.2 0.3 0. ],"there was cartoon in cosmo about a year or two ago."
109014:41,2.4,2.4400000000000004,[4.66666825 1.42857445],[0.33333413246055155  0.3499332035922974],[2  5  2  4  1  1  2  5  1  1],[0.4 0.3 0.  0.1 0.2 0.  0. ],"i don't have  to run to the store to buy or look for something i haven't heard of ."
59686:38,4.1,1.89,[4.62492004 2.        ],[0.7016252183818338  0.0007071067811865475],[5  4  7  4  2  5  4  4  4  2],[0.  0.2 0.  0.5 0.2 0.  0.1],"but whether it be the, your state police or your county police for you to be able purchase a handgun. you got  to go through their course and get certified  that you know how to properly handle the weapon , how to safely handle the weapon , how to properly maintain it , the three basics."
6353:63,3.6,3.6399999999999997,[4.71428029 1.        ],[0.7284380816264668  0.0007071067811865475],[4  5  1  6  6  1  4  5  3  1],[0.3 0.  0.1 0.2 0.2 0.2 0. ],"she said, now, do you all want him to go to a, a state college or a private college."
26845:102,1.5,1.45,[1.11111111 5.        ],[0.22222334721937456  0.0007071067811865475],[1  1  1  5  1  1  2  1  1  1],[0.8 0.1 0.  0.  0.1 0.  0. ],"and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was, you know, really interested in things like that."
98870:28,2.4,3.84,[5.96006188 1.49499562],[0.7435128673767178  0.49709332878460566],[3  1  1  1  5  7  2  1  2  1],[0.5 0.2 0.1 0.  0.1 0.  0.1],"in this country, and for example with alcohol or with drugs is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme ."
121100:87,2.7,3.6099999999999994,[1.56952831 5.28860885],[0.35015518011772134  0.9185861306372993],[2  1  1  2  2  7  2  1  5  4],[0.3 0.4 0.  0.1 0.1 0.  0.1],"and the next spring, i guess  in that march, every time we would go out and just try  to walk on the grass or reach down  to pull a weed , we'd have big whole patches come up."
31165:126,2.0,2.2,[2.99943864 1.        ],[1.0955477564754994  0.0007071067811865475],[1  3  1  2  2  2  6  1  1  1],[0.5 0.3 0.1 0.  0.  0.1 0. ],"but, uh,  being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what 's the matter with either their kids or the school system."
152676:84,5.222222222222222,5.506172839506173,[6.42857143 1.        ],[0.5150792390001725  0.0007071067811865475],[7  5  7  6  6  7  1  1  7],[0.22222222 0.         0.         0.         0.11111111 0.22222222 0.44444444],"uh, there is an interesting proposal that 's been going around now for a few years of having a flat tax. uh, ten percent or thirteen percent."
93867:26,2.1666666666666665,1.8055555555555556,[3.33321746 1.        ],[0.6667518685563882  0.0007071067811865475],[3  3  1  1  4  3  1  1  5  2  1  1],[0.5        0.08333333 0.25       0.08333333 0.08333333 0. 0.        ],"but if it's like a social activity or a recreational activity, i don't mind"
108299:58,2.272727272727273,2.1983471074380163,[4.33558388 1.56294961],[0.9696221142883373  0.41219835478288885],[6  4  2  2  1  1  1  3  1  2  2],[0.36363636 0.36363636 0.09090909 0.09090909 0.         0.09090909 0.        ],"but when i don't need  to dress up for a, a meeting or a service of some sort , i don't."
43216:36,2.3636363636363638,4.231404958677685,[1.125      5.66666667],[0.2338546557158397  0.3333340833345884],[2  1  6  5  1  1  1  1  1  1  6],[0.63636364 0.09090909 0.         0.         0.09090909 0.18181818 0.        ],"and we got rid  of them, believe it or not, with smoke bombs, which  is just about impossible to do ,"
70391:41,2.5,3.65,[2.0000013 7.       ],[0.8819191120422971  0.0007071067811865475],[4  1  1  1  3  2  1  1  7  4],[0.5 0.1 0.1 0.2 0.  0.  0.1],"and there's a flash flood watch and, more rain for the next three or four days."
74544:45,2.4,3.2399999999999998,[1.8888889 7.       ],[0.7027287409231221  0.0007071067811865475],[3  2  1  1  2  1  7  1  4  2],[0.4 0.3 0.1 0.1 0.  0.  0.1],"do youself have children wi-, who  are  or have been  through the public school system."
41511:66,4.2727272727272725,6.3801652892561975,[5.98232038 1.24466175],[0.9429983688319449  0.3039764789366755],[6  7  4  2  1  7  7  1  1  7  4],[0.27272727 0.09090909 0.         0.18181818 0.         0.09090909 0.36363636],"and they charged us, i think it was like, it was like  five or six dollars, i can't remember exactly, you know, that we paid  for the book to be printed ."
90213:76,5.846153846153846,2.437869822485207,[6.45454481 2.50001143],[0.4635505473374588  0.35357622478437395],[2  7  7  6  7  6  7  6  5  3  7  6  7],[0.         0.07692308 0.07692308 0.         0.07692308 0.30769231 0.46153846],"he was, used  to be a reporter for, uh, i think , the new york times, or the washington post, one of the two,"
166827:24,4.6,4.839999999999999,[2.29027897 6.07962653],[1.0091863003188852  0.7172387030009204],[5  3  7  7  1  7  5  6  4  1],[0.2 0.  0.1 0.1 0.2 0.1 0.3],"i think it's, four or five,"
31580:134,2.6,3.6400000000000006,[1.42857606 5.3333106 ],[0.5150947019860895  0.33337725481185426],[5  2  1  1  5  6  3  1  1  1],[0.5 0.1 0.1 0.  0.2 0.1 0. ],"i mean, he, he puts himself in the hospital fairly regularly  thinking that, you know, he, he's not sure if he's going  try  to commit suicide or not."
33521:77,4.444444444444445,5.135802469135802,[2.6339855  6.75870491],[0.8782702697126319  0.30254981882649823],[6  4  7  7  4  7  1  2  2],[0.11111111 0.22222222 0.         0.22222222 0.         0.11111111 0.33333333],"when you go over there  does it bother you in terms of how things are arranged , either at the dallas location or the spring creek , in terms of, there's so much, it's so much of a weight orientation, weight lifting, et cetera."
99233:24,2.2222222222222223,1.950617283950617,[1.56211668 4.45301811],[0.5129932464192936  0.396826701651532],[3  2  1  1  5  1  2  4  1],[0.44444444 0.22222222 0.11111111 0.11111111 0.11111111 0. 0.        ],"they put one on the parents, or the teachers and say they have  to, the men have  to wear ties"
125273:30,3.0,3.0,[1.66666225 4.99979334],[0.3333571473250688  0.5003018338940283],[2  1  2  4  2  6  1  5  5  2],[0.2 0.4 0.  0.1 0.2 0.1 0. ],"it doesn't have the coup de ville  or the sedan de ville  squareness."
15459:47,2.3,3.81,[1.37497784 5.9994213 ],[0.3423232830944237  0.7078767627990952],[5  7  2  1  1  1  2  1  1  2],[0.5 0.3 0.  0.  0.1 0.  0.1],"i think i had some other, uh, like staying in shape or working out."
10197:18,6.0,1.6363636363636365,[6.55555211 3.50000432],[0.3513715635920373  0.35356715708696707],[6  4  7  6  7  6  7  6  7  3  7],[0.         0.         0.09090909 0.09090909 0.         0.36363636 0.45454545],"he either hits home run or strike out."
51019:56,1.3333333333333333,0.4444444444444444,[1.         2.49996664],[0.0007071067811865475  0.35358554556955596],[1  2  1  1  3  1  1  1  1],[0.77777778 0.11111111 0.11111111 0.         0.         0. 0.        ],"i, i know the government sells information  to private companies about individuals or families."
162665:33,2.3333333333333335,3.111111111111111,[1.42857143 5.5       ],[0.34992782058183125  0.3535540978598818],[1  2  6  2  5  1  1  1  2],[0.44444444 0.33333333 0.         0.         0.11111111 0.11111111 0.        ],"i don't know if i'm making any sense or not."
99064:18,5.1,4.09,[6.32017623 2.5575659 ],[0.485539132371863  1.015763346704011],[5  7  7  6  1  6  6  2  4  7],[0.1 0.1 0.  0.1 0.1 0.3 0.3],"and you can decide guilt or innocence on that."
56808:39,6.2,1.36,[6.55555556 3.        ],[0.3513648959750416  0.0007071067811865475],[6  6  7  7  7  6  6  3  7  7],[0.  0.  0.1 0.  0.  0.4 0.5],"and you had  to vote for, you know, yes or no on each of them"
90246:38,2.0,2.909090909090909,[1.5 7. ],[0.47434217607124085  0.0007071067811865475],[2  1  2  2  1  1  1  1  7  1  3],[0.54545455 0.27272727 0.09090909 0.         0.         0. 0.09090909],"and, you know, it does not have a real story, or any plot,"
97363:28,3.8,6.16,[1.39999995 6.19999966],[0.34641087628330614  0.5291513813363328],[7  6  1  2  7  1  1  2  6  5],[0.3 0.2 0.  0.  0.1 0.2 0.2],"only time will tell whether it's better or worse, than the way we grew up ."
120047:15,6.555555555555555,0.691358024691358,[7. 5.],[0.0007071067811865475  0.0007071067811865475],[7  5  7  7  5  7  7  7  7],[0.         0.         0.         0.         0.22222222 0. 0.77777778],"you're either liberal or you're conservative,"
